id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p4_10,p5,p6,p7a_1,p7a_2,p7a_3,p7a_4,p7a_5,p7a_6,p7a_7,p7a_8,p7b_1,p7b_2,p7b_3,p7b_4,p7b_5,p7b_6,p7b_7,p7b_8,p7b_9,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p9,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p12_1,p12_2,p12_3,p13_1,p13_2,p13_3,p14_1,p14_2,p14_3,p14_4,p14_5,p15_1,p15_2,p15_3,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p16_9,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p17_10,p17_11,p17_12,p17_13,p17_14,p17_15,p17_16,p17_17,p17_18,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p20_8,p20_9,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p21_8,p22,p22_titulo,p22_autor,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p23_7,p23_8,p23_9,p23_10,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_8,p24_9,p24_10,p24_11,p24_12,p24_13,p25a_1,p25a_2,p25a_3,p25a_4,p25a_5,p25a_6,p25a_7,p25a_8,p25a_9,p25a_10,p25a_11,p25a_12,p25a_13,p25a_14,p25a_15,p25a_16,p25a_17,p25b_1,p25b_2,p25b_3,p25b_4,p25b_5,p25b_6,p25b_7,p25b_8,p25b_9,p25b_10,p25b_11,p25b_12,p25b_13,p25b_14,p25b_15,p25b_16,p25b_17,p25b_18,p25b_19,p25b_20,p25b_21,p25c,p26,p26_titulo,p26_autor,p27,p27_titulo,p27_autor,p28,p29,p30,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
1737.0,Mujer,52.0,45-54,20.001 - 50.000,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,PP (Partido Popular),6,Nunca,Todos o casi todos los días,Alguna vez al mes,Una o dos veces por semana,Nunca,Nunca,Nunca,Alguna vez al mes,Nunca,Nunca,Ninguno,Leo menos libros ahora,,,,,,,,,Not Selected,Selected,,,Not Selected,Selected,Selected,Not Selected,Not Selected,"Si, a veces","No, nunca","Si, a veces","No, nunca","Si, a veces","Si, a veces","Si, a veces","Si, a veces",Entre 10 y 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion X,Mujer [Generacion X],Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",0.989708758069732
1738.0,Mujer,23.0,18-24,20.001 - 50.000,Gipuzkoa,País Vasco,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,PSOE (Partido Socialista Obrero Español),1,Alguna vez al mes,Nunca,Una o dos veces por semana,Una o dos veces por semana,Alguna vez al mes,Alguna vez al mes,Casi nunca,Tres o cuatro veces por semana,Casi nunca,Tres o cuatro veces por semana,Entre 2 y 3,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, a veces","Si, siempre","Si, siempre","No, nunca","No, nunca","No, nunca","No, nunca","Si, siempre",Entre 10 y 50,A menudo,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Nunca,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Los leo algunas veces en la lengua original,Los leo algunas veces en la lengua original,Los leo algunas veces en la lengua original,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 15 minutos y hasta 30 minutos,Siempre,Nunca,Nunca,Casi nunca,Con frecuencia,Nunca,Algunas veces,Algunas veces,Nunca,Poco,Bastante,Poco,Bastante,Bastante,Poco,Bastante,Poco,Bastante,Nada,Poco,Bastante,Nada,Nada,Mucho,Poco,Poco,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Bastante,Bastante,Nada,Poco,Poco,Poco,Bastante,Nada,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,No,Si,No,No,No,Si,Si,Si,No,Si,No,Si,Si,No,No,No,Si,Si,No,Si,Si,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,"Regalo libros, pero ninguno de autores/as españoles/as",,,No especifica,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion Z,Mujer [Generacion Z],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.8327969313084347
1739.0,Hombre,27.0,25-34,500.000+,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra un poco de dinero cada mes,PP (Partido Popular),7,Casi nunca,Una o dos veces por semana,Todos o casi todos los días,Alguna vez al mes,Nunca,Todos o casi todos los días,Una o dos veces por semana,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Entre 2 y 3,Leo más libros ahora,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,,,,,,,,,"No, nunca","No, nunca","Si, a veces","No, nunca","Si, a veces","Si, a veces","Si, siempre","Si, a veces",Más de 100 y hasta 200,A menudo,Nunca,Nunca,Nunca,Casi nunca,Nunca,No,No,No,No,No,No,No,Sí,No,Sí,Sí,No,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre traducidos al castellano,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Con frecuencia,Casi nunca,Nunca,Nunca,Casi nunca,Nunca,Nunca,Nunca,Nunca,Nada,Nada,Poco,Poco,Bastante,Nada,Poco,Nada,Nada,Nada,Nada,Bastante,Nada,Poco,Poco,Bastante,Nada,Poco,,,,,,,,,,,,,,,Sí,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Nada,Poco,Nada,Nada,Nada,Nada,,,,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion Z,Hombre [Generacion Z],Más de 10.000,Alta / Media Alta,Estudiante,"Tercer grado, primer ciclo",0.8523502014268644
1740.0,Mujer,23.0,18-24,500.000+,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A1,Ahorro/se ahorra bastante dinero cada mes,PP (Partido Popular),8,Casi nunca,Alguna vez al mes,Todos o casi todos los días,Una o dos veces por semana,Alguna vez al mes,Todos o casi todos los días,Alguna vez al mes,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Uno,Leo menos libros ahora,,,,,,,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,"Si, a veces","No, nunca",No lo recuerdo,"No, nunca","Si, a veces","Si, a veces","No, nunca","No, nunca",Entre 10 y 50,Casi nunca,Nunca,Nunca,A menudo,Algunas veces,Algunas veces,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Los leo algunas veces en la lengua original,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre en la lengua original,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,15 minutos o menos,Más de 1 hora y hasta 2 horas,Más de 30 minutos y hasta 1 hora,Con frecuencia,Con frecuencia,Con frecuencia,Algunas veces,Casi nunca,Siempre,Casi nunca,Con frecuencia,Siempre,Bastante,Poco,Poco,Bastante,Bastante,Bastante,Nada,Bastante,Bastante,Bastante,Poco,Poco,Nada,Nada,Poco,Mucho,Nada,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Bastante,Poco,Poco,Poco,Poco,Bastante,,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, ya dedico el tiempo que quiero a leer","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Generacion Z,Mujer [Generacion Z],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.8358291905310663
1741.0,Hombre,34.0,25-34,100.001 - 500.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 9 a 12 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra un poco de dinero cada mes,Voté nulo,5,Una o dos veces por semana,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Una o dos veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Entre 7 y 10,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,No lo recuerdo,No lo recuerdo,No lo recuerdo,No lo recuerdo,No lo recuerdo,No lo recuerdo,No lo recuerdo,No lo recuerdo,Más de 50 y hasta 100,A menudo,A menudo,A menudo,A menudo,A menudo,Algunas veces,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Los leo siempre en la lengua original,Los leo siempre en la lengua original,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Algunas veces,Nunca,Nunca,Algunas veces,Algunas veces,Con frecuencia,Algunas veces,Con frecuencia,Con frecuencia,Poco,Bastante,Bastante,Poco,Bastante,Poco,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Poco,Bastante,Bastante,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Bastante,Bastante,Poco,Bastante,Bastante,Nada,Bastante,No,,,,,,,,,,,,,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Si,No,Si,No,No,No,Si,No,No,Si,No,Si,No,No,Si,Si,No,Si,No,Si,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,"Regalo libros, pero ninguno de autores/as españoles/as",,,No especifica,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.9550626558619856
1742.0,Hombre,21.0,18-24,500.000+,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Llego/se llega justo a final de mes,Vox,8,Casi nunca,Todos o casi todos los días,Alguna vez al mes,Tres o cuatro veces por semana,Casi nunca,Todos o casi todos los días,Una o dos veces por semana,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Ninguno,Leo menos libros ahora,,,,,,,,,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,"Si, a veces","No, nunca","Si, a veces","No, nunca","Si, a veces","Si, a veces","Si, siempre","No, nunca",Más de 50 y hasta 100,Casi nunca,Nunca,Casi nunca,Nunca,Nunca,Casi nunca,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre traducidos al castellano,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,15 minutos o menos,15 minutos o menos,15 minutos o menos,Con frecuencia,Con frecuencia,Casi nunca,Nunca,Casi nunca,Nunca,Nunca,Nunca,Casi nunca,Nada,Nada,Nada,Nada,Poco,Poco,Nada,Poco,Nada,Nada,Poco,Bastante,Poco,Nada,Nada,Bastante,Nada,Bastante,,,,,,,,,,,,,,,Sí,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Nada,Bastante,Poco,Nada,Bastante,Nada,,,,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, prefiero dedicar mi tiempo libre a otras actividades",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion Z,Hombre [Generacion Z],Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",1.266864352771636
1743.0,Hombre,43.0,35-44,100.001 - 500.000,Valladolid,Castilla y León,"Sí, con uno/a de 0 a 8 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Ahorro/se ahorra un poco de dinero cada mes,Vox,10 Extrema derecha,Alguna vez al mes,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Una o dos veces por semana,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Una o dos veces por semana,Entre 4 y 6,Leo menos libros ahora,,,,,,,,,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Si, a veces","Si, a veces","No, nunca","Si, a veces","Si, siempre","No, nunca","Si, a veces","Si, siempre",Entre 10 y 50,Nunca,A menudo,A menudo,A menudo,Siempre,A menudo,Sí,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Los leo algunas veces en la lengua original,Los leo algunas veces en la lengua original,Los leo siempre en la lengua original,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Con frecuencia,Casi nunca,Algunas veces,Siempre,Siempre,Con frecuencia,Con frecuencia,Algunas veces,Casi nunca,Poco,Mucho,Bastante,Mucho,Poco,Poco,Bastante,Nada,Bastante,Nada,Bastante,Bastante,Poco,Bastante,Poco,Bastante,Poco,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Sí,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Poco,Poco,Bastante,Mucho,Nada,Poco,Bastante,No,,,,,,,,,,,,,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Si,Si,Si,No,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,Javier Marías,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Millennials,Hombre [Millennials],Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",0.6907456782026151
1744.0,Hombre,32.0,25-34,50.001 - 100.000,Pontevedra,Galicia,No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,He tenido/se ha tenido que echar mano del ahorro,PP (Partido Popular),6,Una o dos veces por semana,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Alguna vez al mes,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Entre 4 y 6,Leo más libros ahora,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,,,,,,,,,,"Si, a veces","Si, a veces","Si, a veces","No, nunca","Si, siempre","Si, siempre","Si, a veces","No, nunca",Entre 10 y 50,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Siempre,Nunca,Nunca,Casi nunca,Nunca,Nunca,Casi nunca,Nunca,Nunca,Bastante,Bastante,Poco,Bastante,Bastante,Poco,Poco,Bastante,Bastante,Bastante,Poco,Mucho,Bastante,Bastante,Poco,Poco,Poco,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Nada,Mucho,Poco,Mucho,Poco,Bastante,Poco,Mucho,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Si,No,Si,Si,No,Si,No,No,No,Si,Si,No,No,Si,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,"Regalo libros, pero ninguno de autores/as españoles/as",,,Otra nacionalidad no española ni latinoamericana,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",1.093961954195771
1745.0,Hombre,40.0,35-44,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 0 a 8 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",B,He tenido/se ha tenido que echar mano del ahorro,Vox,8,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Una o dos veces por semana,Una o dos veces por semana,Todos o casi todos los días,Una o dos veces por semana,Todos o casi todos los días,Una o dos veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Entre 7 y 10,Leo más libros ahora,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,"Si, a veces","Si, siempre","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces",Más de 50 y hasta 100,Siempre,A menudo,A menudo,Algunas veces,Algunas veces,A menudo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Los leo siempre en la lengua original,Los leo algunas veces en la lengua original,Los leo algunas veces en la lengua original,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Con frecuencia,Algunas veces,Algunas veces,Siempre,Con frecuencia,Siempre,Con frecuencia,Algunas veces,Siempre,Mucho,Bastante,Bastante,Bastante,Poco,Bastante,Poco,Bastante,Poco,Bastante,Bastante,Bastante,Mucho,Mucho,Poco,Poco,Mucho,Poco,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Sí,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Mucho,Mucho,Bastante,Bastante,Bastante,Poco,Bastante,Bastante,Sí,No especifica,No especifica,,,,,,,,,,,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,Si,Si,No,No,No,No,Si,Si,Si,Si,Si,No,Si,No,Si,No,Si,Si,Si,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",Sí,No especifica,No especifica,Si,No especifica,No especifica,No especifica,"Si, me gustaría leer mucho más","Sí, pertenezco a un grupo o club de lectura actualmente",Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.6315893663468491
1746.0,Mujer,50.0,45-54,500.000+,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,Llego/se llega justo a final de mes,PP (Partido Popular),No lo sé,Casi nunca,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Nunca,Nunca,Nunca,Nunca,Todos o casi todos los días,Todos o casi todos los días,Ninguno,Leo menos libros ahora,,,,,,,,,Selected,Not Selected,,,Not Selected,Selected,Not Selected,Not Selected,Not Selected,"Si, siempre","No, nunca","Si, siempre","Si, a veces","Si, siempre","Si, siempre","Si, siempre",No lo recuerdo,Entre 10 y 50,Siempre,Siempre,Nunca,Algunas veces,Nunca,Nunca,No,Sí,No,No,No,No,No,No,No,No,No,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 30 minutos y hasta 1 hora,Con frecuencia,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Bastante,Bastante,Bastante,Bastante,Mucho,Bastante,Mucho,Nada,Poco,Bastante,Bastante,Mucho,Mucho,Poco,Bastante,Poco,Nada,Nada,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Nada,Nada,Nada,Bastante,Nada,Nada,Mucho,Bastante,,,,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Si, me gustaría leer mucho más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.62586101348236
1747.0,Mujer,22.0,18-24,< 10.000,Navarra,"Navarra, Comunidad Foral de",No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra bastante dinero cada mes,No voté,2,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Alguna vez al trimestre,Una o dos veces por semana,Alguna vez al mes,Una o dos veces por semana,Todos o casi todos los días,Todos o casi todos los días,Entre 4 y 6,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, siempre","Si, a veces","Si, siempre","Si, siempre","Si, siempre","Si, a veces","Si, siempre","Si, siempre",Entre 10 y 50,Siempre,Casi nunca,Algunas veces,Nunca,Casi nunca,Algunas veces,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Los leo siempre en la lengua original,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Más de 30 minutos y hasta 1 hora,Con frecuencia,Casi nunca,Nunca,Algunas veces,Nunca,Algunas veces,Con frecuencia,Casi nunca,Casi nunca,Mucho,Poco,Bastante,Mucho,Mucho,Mucho,Mucho,Mucho,Bastante,Bastante,Mucho,Mucho,Mucho,Poco,Poco,Bastante,Poco,Poco,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Poco,Mucho,Mucho,Nada,Mucho,Mucho,Mucho,Mucho,No,,,,,,,,,,,,,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Si,No,No,Si,Si,No,Si,No,Si,No,Si,No,No,Si,Si,Si,No,No,Si,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,"Regalo libros, pero ninguno de autores/as españoles/as",,,Javier Castillo,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Generacion Z,Mujer [Generacion Z],Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.9572453585990116
