id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p4_10,p5,p6,p7a_1,p7a_2,p7a_3,p7a_4,p7a_5,p7a_6,p7a_7,p7a_8,p7b_1,p7b_2,p7b_3,p7b_4,p7b_5,p7b_6,p7b_7,p7b_8,p7b_9,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p9,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p12_1,p12_2,p12_3,p13_1,p13_2,p13_3,p14_1,p14_2,p14_3,p14_4,p14_5,p15_1,p15_2,p15_3,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p16_9,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p17_10,p17_11,p17_12,p17_13,p17_14,p17_15,p17_16,p17_17,p17_18,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p20_8,p20_9,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p21_8,p22,p22_titulo,p22_autor,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p23_7,p23_8,p23_9,p23_10,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_8,p24_9,p24_10,p24_11,p24_12,p24_13,p25a_1,p25a_2,p25a_3,p25a_4,p25a_5,p25a_6,p25a_7,p25a_8,p25a_9,p25a_10,p25a_11,p25a_12,p25a_13,p25a_14,p25a_15,p25a_16,p25a_17,p25b_1,p25b_2,p25b_3,p25b_4,p25b_5,p25b_6,p25b_7,p25b_8,p25b_9,p25b_10,p25b_11,p25b_12,p25b_13,p25b_14,p25b_15,p25b_16,p25b_17,p25b_18,p25b_19,p25b_20,p25b_21,p25c,p26,p26_titulo,p26_autor,p27,p27_titulo,p27_autor,p28,p29,p30,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
11.0,Mujer,64.0,55-64,< 10.000,Huesca,Aragón,No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",B,Ahorro/se ahorra un poco de dinero cada mes,No voté,5,Tres o cuatro veces por semana,Todos o casi todos los días,Nunca,Todos o casi todos los días,Nunca,Nunca,Nunca,Nunca,Nunca,Todos o casi todos los días,Entre 4 y 6,Leo menos libros ahora,,,,,,,,,Selected,Not Selected,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Si, a veces","No, nunca","Si, a veces","Si, a veces","No, nunca","Si, a veces","Si, siempre","Si, a veces",Más 200 libros y hasta 500,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,No,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 1 hora y hasta 2 horas,Más de 30 minutos y hasta 1 hora,Con frecuencia,Nunca,Nunca,Nunca,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Nunca,Poco,Poco,Poco,Poco,Bastante,Poco,Nada,Nada,Poco,Nada,Poco,Mucho,Mucho,Bastante,Poco,Poco,Nada,Poco,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Mucho,Bastante,Poco,Nada,Bastante,Poco,Bastante,,,,,,,,,,,,,,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,Si,Si,No,No,No,No,No,No,Si,No,Si,Si,Si,No,No,No,Si,Si,No,Si,Depende del tema,No,,,Si,No especifica,No especifica,Ignacio Martínez de Pisón,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.9773911654412444
12.0,Mujer,54.0,45-54,< 10.000,Barcelona,Cataluña,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,PSOE (Partido Socialista Obrero Español),2,Alguna vez al mes,Tres o cuatro veces por semana,Alguna vez al mes,Tres o cuatro veces por semana,Alguna vez al trimestre,Nunca,Nunca,Nunca,Todos o casi todos los días,Todos o casi todos los días,Uno,Leo menos libros ahora,,,,,,,,,Not Selected,Not Selected,,,Selected,Selected,Not Selected,Not Selected,Not Selected,"Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, siempre","Si, a veces","Si, siempre","Si, siempre",Entre 10 y 50,Siempre,Nunca,Nunca,Casi nunca,Nunca,Nunca,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Los leo siempre traducidos al castellano,Los leo siempre en la lengua original,Los leo algunas veces en la lengua original,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Siempre,Algunas veces,Nunca,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Algunas veces,Algunas veces,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Poco,Bastante,Bastante,Bastante,Mucho,Bastante,Bastante,Bastante,Bastante,Poco,Bastante,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Bastante,Bastante,Bastante,Poco,Poco,Poco,Bastante,Bastante,,,,,,,,,,,,,,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Si,No,No,No,Si,No,No,Si,No,Si,No,No,No,Si,No,No,Si,Si,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,María Dueñas,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Generacion X,Mujer [Generacion X],Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.93336873340651
13.0,Mujer,56.0,55-64,< 10.000,Palencia,Castilla y León,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,PSOE (Partido Socialista Obrero Español),5,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Una o dos veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Más de 20,Leo más libros ahora,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,,,,,,,,,,"Si, a veces","No, nunca","No, nunca","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces",Entre 10 y 50,Casi nunca,Nunca,Siempre,A menudo,Casi nunca,Nunca,No,No,No,No,No,No,No,No,No,No,Sí,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Not Selected,Not Selected,Selected,Selected,Selected,Selected,Not Selected,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Más de 2 horas,Con frecuencia,Casi nunca,Casi nunca,Con frecuencia,Con frecuencia,Algunas veces,Con frecuencia,Casi nunca,Casi nunca,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Bastante,Bastante,Bastante,Poco,Bastante,Bastante,Bastante,Bastante,Sí,La ciudad blanca (El silencio de la ciudad blanca),Eva García Sáenz de Urturi,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Si,Si,No,No,No,Si,No,Si,No,No,Si,No,Si,Si,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,Mario Vargas Llosa,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Generacion X,Mujer [Generacion X],Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.8886842175078798
14.0,Mujer,42.0,35-44,10.001 - 20.000,Zamora,Castilla y León,"Sí, con uno/a de 9 a 12 años","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)	",C,He tenido/se ha tenido que echar mano del ahorro,No voté,5,Una o dos veces por semana,Casi nunca,Alguna vez al mes,Todos o casi todos los días,Casi nunca,Casi nunca,Nunca,Nunca,Todos o casi todos los días,Todos o casi todos los días,Entre 2 y 3,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, siempre","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, siempre",Entre 10 y 50,Siempre,Algunas veces,Casi nunca,A menudo,Algunas veces,Nunca,Sí,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,Los leo siempre traducidos al castellano,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre en la lengua original,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Siempre,Nunca,Nunca,Casi nunca,Algunas veces,Casi nunca,Algunas veces,Nunca,Casi nunca,Poco,Poco,Mucho,Bastante,Bastante,Bastante,Poco,Poco,Bastante,Mucho,Bastante,Mucho,Bastante,Poco,Bastante,Poco,Poco,Poco,Selected,Selected,Selected,Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Sí,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Mucho,Bastante,Nada,Poco,Mucho,Mucho,Poco,,,,,,,,,,,,,,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,Si,No,No,No,Si,No,No,Si,Si,Si,No,Si,Si,Si,No,No,Si,No,No,Si,Depende del tema,No,,,No suelo regalar libros,,,No especifica,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Millennials,Mujer [Millennials],Más de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",0.9794671141172008
15.0,Mujer,42.0,35-44,500.000+,Barcelona,Cataluña,"Sí, con uno/a de 9 a 12 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,He tenido/se ha tenido que contraer deuda,Prefiero no contestar,5,Casi nunca,Todos o casi todos los días,Alguna vez al mes,Nunca,Tres o cuatro veces por semana,Casi nunca,Casi nunca,Nunca,Una o dos veces por semana,Todos o casi todos los días,Entre 2 y 3,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, a veces","No, nunca","No, nunca","No, nunca","Si, a veces","No, nunca","Si, a veces","Si, a veces",Más de 100 y hasta 200,Siempre,Nunca,Nunca,Nunca,Nunca,Algunas veces,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Los leo algunas veces en la lengua original,Los leo algunas veces en la lengua original,No suelo leer libros que no estén escritos originalmente en castellano,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Siempre,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,,,,,,,,,,,,,,,Sí,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Poco,Nada,Bastante,Nada,Nada,Nada,Nada,,,,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Millennials,Mujer [Millennials],Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",0.7533289573308409
16.0,Hombre,68.0,65+,100.001 - 500.000,Valladolid,Castilla y León,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Ahorro/se ahorra un poco de dinero cada mes,Vox,4,Todos o casi todos los días,Todos o casi todos los días,Nunca,Todos o casi todos los días,Casi nunca,Una o dos veces por semana,Nunca,Todos o casi todos los días,Casi nunca,Casi nunca,Entre 4 y 6,Leo más libros ahora,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,"Si, a veces","No, nunca","No, nunca",No lo recuerdo,"Si, a veces","No, nunca","Si, a veces","Si, siempre",Más de 50 y hasta 100,Algunas veces,Siempre,Nunca,Nunca,Casi nunca,Nunca,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Los leo siempre traducidos al castellano,No suelo leer libros que no estén escritos originalmente en castellano,Los leo algunas veces en la lengua original,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Siempre,Algunas veces,Nunca,Nunca,Casi nunca,Nunca,Algunas veces,Nunca,Nunca,Nada,Nada,Poco,Nada,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,,,,,,,,,,,,,,,Sí,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Mucho,Bastante,Poco,Nada,Poco,Nada,Bastante,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,Arturo Pérez-Reverte,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.166644464920985
17.0,Mujer,52.0,45-54,50.001 - 100.000,Valencia/València,Comunitat Valenciana,"Sí, con uno/a de 13 a 17 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra un poco de dinero cada mes,PSOE (Partido Socialista Obrero Español),7,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Una o dos veces por semana,Casi nunca,Nunca,Alguna vez al mes,Casi nunca,Casi nunca,Todos o casi todos los días,Entre 4 y 6,Leo más libros ahora,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,"Si, siempre","No, nunca","Si, siempre","Si, a veces","Si, siempre","No, nunca","Si, siempre","Si, a veces",Más de 500,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,No,Sí,No,No,No,No,No,No,Sí,No,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre en la lengua original,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Siempre,Algunas veces,Casi nunca,Nunca,Casi nunca,Nunca,Algunas veces,Nunca,Casi nunca,Poco,Bastante,Poco,Bastante,Bastante,Poco,Nada,Nada,Bastante,Poco,Bastante,Mucho,Bastante,Poco,Poco,Poco,Bastante,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Mucho,Mucho,Nada,Poco,Bastante,Poco,Bastante,,,,,,,,,,,,,,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,Sí,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Depende del tema,No,,,Si,Inclasificable,Inclasificable,Gloria Fuertes,"No, ya dedico el tiempo que quiero a leer","Sí, pertenezco a un grupo o club de lectura actualmente",Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.8399172090936532
18.0,Mujer,29.0,25-34,500.000+,Sevilla,Andalucía,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,PP (Partido Popular),9,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Entre 4 y 6,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, a veces","No, nunca","Si, siempre","Si, a veces","Si, siempre","Si, a veces","Si, siempre","Si, siempre",Más de 100 y hasta 200,Siempre,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Más de 1 hora y hasta 2 horas,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Siempre,Casi nunca,Nunca,Casi nunca,Algunas veces,Casi nunca,Casi nunca,Algunas veces,Casi nunca,Poco,Bastante,Poco,Bastante,Poco,Poco,Bastante,Poco,Bastante,Poco,Poco,Bastante,Bastante,Poco,Poco,Poco,Bastante,Bastante,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Bastante,Bastante,Bastante,Poco,Bastante,Bastante,Bastante,Mucho,Sí,"Se menciona autor/a, no obra","Se menciona autor/a, no obra",,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,"Regalo libros, pero ninguno de autores/as españoles/as",,,Sonsoles Ónega ,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Millennials,Mujer [Millennials],Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.8418972201620069
19.0,Hombre,38.0,35-44,< 10.000,Girona,Cataluña,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,No voté,5,Casi nunca,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Casi nunca,Todos o casi todos los días,Una o dos veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Alguna vez al mes,Entre 2 y 3,No leía libros hace 10 años ni los leo ahora,,,,,,,,,,,,,,,,,,"No, nunca","No, nunca","No, nunca",No lo recuerdo,"Si, a veces","Si, siempre","Si, a veces","No, nunca",Menos de 10,Casi nunca,Nunca,Nunca,Algunas veces,Casi nunca,Nunca,No,No,No,No,No,No,No,No,No,No,No,No,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,15 minutos o menos,15 minutos o menos,Más de 15 minutos y hasta 30 minutos,Nunca,Algunas veces,Nunca,Casi nunca,Algunas veces,Casi nunca,Nunca,Algunas veces,Nunca,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Poco,Nada,Nada,Poco,Nada,Nada,Nada,Poco,Poco,Poco,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Sí,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Bastante,Nada,Bastante,Poco,Poco,Poco,Nada,,,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Millennials,Hombre [Millennials],Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",0.9703172094936764
20.0,Mujer,44.0,35-44,100.001 - 500.000,Almería,Andalucía,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Llego/se llega justo a final de mes,PP (Partido Popular),6,Alguna vez al mes,Una o dos veces por semana,Tres o cuatro veces por semana,Casi nunca,Casi nunca,Alguna vez al mes,Casi nunca,Casi nunca,Todos o casi todos los días,Todos o casi todos los días,Entre 2 y 3,Leo menos libros ahora,,,,,,,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,"Si, a veces","No, nunca","Si, a veces","Si, a veces","No, nunca","No, nunca","Si, a veces","Si, a veces",Entre 10 y 50,Casi nunca,Algunas veces,Casi nunca,A menudo,A menudo,Casi nunca,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Los leo siempre traducidos al castellano,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre traducidos al castellano,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Algunas veces,Con frecuencia,Casi nunca,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Algunas veces,Con frecuencia,Poco,Poco,Poco,Bastante,Bastante,Poco,Poco,Poco,Bastante,Poco,Bastante,Bastante,Poco,Bastante,Poco,Poco,Poco,Bastante,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Poco,Bastante,Poco,Bastante,Bastante,Mucho,,,,,,,,,,,,,,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,Si,Si,No,Si,Depende del tema,Sí,Inclasificable,Inclasificable,No suelo regalar libros,,,Inclasificable,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.7449231445723401
